Phenotype,Ancestry,Collapsing model,Phenotypic category,P value,No. samples,No. cases,No. cases with QV,Proportion cases with QV,No. controls,No. controls with QV,Proportion controls with QV,Odds ratio,Odds ratio LCI,Odds ratio UCI
Union#Block D70-D77#D70-D77 Other diseases of blood and blood-forming organs,European,flexdmg,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0329,368094,10448,49,0.00468989280245023,357646,2278,0.00636942675159236,0.7351,0.5535,0.9762
Union#D529#Folate deficiency anaemia unspecified,European,flexdmg,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.071,289080,803,1,0.0012453300124533,288277,1804,0.00625787003472355,0.198,0.0278,1.4082
Union#D53#Other nutritional anaemias,European,flexdmg,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0826,357902,256,4,0.015625,357646,2278,0.00636942675159236,2.4762,0.9214,6.6547
Union#D539#Nutritional anaemia unspecified,European,flexdmg,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0559,357781,135,3,0.0222222222222222,357646,2278,0.00636942675159236,3.5455,1.1281,11.1429
Union#D56#Thalassaemia,European,flexdmg,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0862,316685,256,4,0.015625,316429,2046,0.00646590546378492,2.439,0.9075,6.5554
Union#D696#Thrombocytopenia unspecified,European,flexdmg,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0996,286642,3804,16,0.00420609884332282,282838,1799,0.00636053147031163,0.6599,0.4029,1.0806
130701#Source of report of E05 (Thyrotoxicosis [hyperthyroidism]),European,flexdmg,Chapter IV Endocrine nutritional and metabolic diseases,0.056,314729,7910,38,0.00480404551201011,306819,2021,0.00658694539777524,0.728,0.5277,1.0043
130775#Source of report of E55 (Vitamin D deficiency),European,flexdmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0739,387647,6003,50,0.00832916874895886,381644,2458,0.00644055716846066,1.2957,0.9781,1.7164
130821#Source of report of E83 (Disorders of mineral metabolism),European,flexdmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0648,419373,10015,49,0.00489266100848727,409358,2622,0.00640515148109967,0.7627,0.5745,1.0125
40002#Block E00-E07#E00-E07 Disorders of thyroid gland,European,flexdmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0088,389274,124,4,0.032258064516129,389150,2508,0.00644481562379545,5.1388,1.8962,13.9264
40002#E03#Other hypothyroidism,European,flexdmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0306,384944,104,3,0.0288461538461538,384840,2494,0.00648061532065274,4.5537,1.4433,14.3664
40002#E039#Hypothyroidism unspecified,European,flexdmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0305,384944,104,3,0.0288461538461538,384840,2490,0.00647022139070783,4.561,1.4457,14.3897
40002#E112#Type 2 diabetes mellitus With renal complications,European,flexdmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0174,316340,32,2,0.0625,316308,1995,0.00630714367009371,10.5034,2.5084,43.9808
41202#E052#Thyrotoxicosis with toxic multinodular goitre,European,flexdmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0026,282556,86,4,0.0465116279069768,282470,1855,0.00656706906928169,7.3793,2.7021,20.1525
41202#E27#Other disorders of adrenal gland,European,flexdmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0172,443057,601,9,0.0149750415973378,442456,2841,0.00642097745312528,2.3525,1.2167,4.5484
41202#E271#Primary adrenocortical insufficiency,European,flexdmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0128,442595,139,4,0.0287769784172662,442456,2841,0.00642097745312528,4.5849,1.695,12.402
41202#E279#Disorder of adrenal gland unspecified,European,flexdmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0767,442527,71,2,0.028169014084507,442456,2841,0.00642097745312528,4.4852,1.099,18.3044
Union#Block E10-E14#E10-E14 Diabetes mellitus,European,flexdmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0527,226686,39128,283,0.00723267225516254,187558,1191,0.00635003572228324,1.14,1.001,1.2984
Union#E05#Thyrotoxicosis [hyperthyroidism],European,flexdmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0821,185535,7928,38,0.00479313824419778,177607,1138,0.00640740511353719,0.7468,0.5402,1.0326
Union#E052#Thyrotoxicosis with toxic multinodular goitre,European,flexdmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0125,172106,209,5,0.0239234449760766,171897,1118,0.00650389477419618,3.744,1.5388,9.1094
Union#E059#Thyrotoxicosis unspecified,European,flexdmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0176,189031,3156,10,0.00316856780735108,185875,1196,0.00643443174176194,0.4908,0.2631,0.9155
Union#E27#Other disorders of adrenal gland,European,flexdmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0918,254642,1722,17,0.00987224157955865,252920,1614,0.00638146449470188,1.5525,0.9604,2.5095
Union#E55#Vitamin D deficiency,European,flexdmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0714,224785,6003,50,0.00832916874895886,218782,1399,0.00639449314843086,1.3051,0.9832,1.7325
Union#E559#Vitamin D deficiency unspecified,European,flexdmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0692,226580,5339,45,0.00842854467128676,221241,1416,0.00640026034957354,1.3196,0.9795,1.7778
Union#E789#Disorder of lipoprotein metabolism unspecified,European,flexdmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0608,188744,970,11,0.011340206185567,187774,1172,0.00624154568790141,1.8263,1.0052,3.3181
Union#E83#Disorders of mineral metabolism,European,flexdmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0623,233965,10015,49,0.00489266100848727,223950,1443,0.00644340254521099,0.7581,0.5699,1.0086
Union#E834#Disorders of magnesium metabolism,European,flexdmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0578,240901,3295,12,0.00364188163884674,237606,1501,0.00631718054257889,0.575,0.3254,1.0158
Union#E877#Fluid overload,European,flexdmg,Chapter IV Endocrine nutritional and metabolic diseases,0.0773,194203,3332,13,0.0039015606242497,190871,1212,0.00634983837251337,0.6129,0.3545,1.0598
20544#1#Social anxiety or social phobia,European,flexdmg,Chapter V Mental and behavioural disorders,0.0825,124296,43838,261,0.00595373876545463,80458,547,0.00679857814014765,0.875,0.7547,1.0145
120003#Ever had carpal tunnel syndrome,European,flexdmg,Chapter VI Diseases of the nervous system,0.0327,127876,13686,109,0.00796434312436066,114190,727,0.00636658201243542,1.253,1.0237,1.5336
131001#Source of report of G04 (Encephalitis myelitis and encephalomyelitis),European,flexdmg,Chapter VI Diseases of the nervous system,0.0259,459449,838,11,0.013126491646778,458611,2937,0.0064041202675034,2.0637,1.1371,3.7452
131051#Source of report of G41 (Status epilepticus),European,flexdmg,Chapter VI Diseases of the nervous system,0.032,370973,367,6,0.0163487738419619,370606,2367,0.00638683669449496,2.5857,1.1528,5.7996
131083#Source of report of G60 (Hereditary and idiopathic neuropathy),European,flexdmg,Chapter VI Diseases of the nervous system,0.0535,353575,523,7,0.0133843212237094,353052,2257,0.00639282598597374,2.1085,0.999,4.4501
131097#Source of report of G72 (Other myopathies),European,flexdmg,Chapter VI Diseases of the nervous system,0.0676,378285,448,6,0.0133928571428571,377837,2389,0.00632283233246082,2.1334,0.9523,4.7792
131101#Source of report of G80 (Cerebral palsy),European,flexdmg,Chapter VI Diseases of the nervous system,0.0455,359082,304,5,0.0164473684210526,358778,2268,0.00632145783743708,2.6286,1.0851,6.3678
20002#1246#encephalitis,European,flexdmg,Chapter VI Diseases of the nervous system,0.0423,421857,295,5,0.0169491525423729,421562,2691,0.00638340267860955,2.6837,1.1078,6.5018
20002#1433#cerebral palsy,European,flexdmg,Chapter VI Diseases of the nervous system,0.0028,421710,148,5,0.0337837837837838,421562,2691,0.00638340267860955,5.4425,2.2293,13.2869
20002#1468#diabetic neuropathy|ulcers,European,flexdmg,Chapter VI Diseases of the nervous system,0.0617,273620,142,3,0.0211267605633803,273478,1725,0.00630763717739635,3.4001,1.0823,10.6818
40001#Block G10-G14#G10-G14 Systemic atrophies primarily affecting the central nervous system,European,flexdmg,Chapter VI Diseases of the nervous system,0.0302,391088,468,7,0.014957264957265,390620,2453,0.00627976038093288,2.4028,1.1379,5.0739
40001#Chapter VI#Chapter VI Diseases of the nervous system,European,flexdmg,Chapter VI Diseases of the nervous system,0.0336,387772,2556,25,0.00978090766823161,385216,2440,0.00633410865592291,1.5495,1.0429,2.3023
40001#G12#Spinal muscular atrophy and related syndromes,European,flexdmg,Chapter VI Diseases of the nervous system,0.0687,388279,446,6,0.0134529147982063,387833,2474,0.00637903427506169,2.124,0.9481,4.7583
40001#G122#Motor neuron disease,European,flexdmg,Chapter VI Diseases of the nervous system,0.0669,387409,445,6,0.0134831460674157,386964,2456,0.00634684363403314,2.1398,0.9551,4.7936
40001#G30#Alzheimer disease,European,flexdmg,Chapter VI Diseases of the nervous system,0.0393,456012,788,10,0.0126903553299492,455224,2912,0.00639685078115389,1.9965,1.0688,3.7293
40001#G309#Alzheimer disease unspecified,European,flexdmg,Chapter VI Diseases of the nervous system,0.0118,455888,664,10,0.0150602409638554,455224,2912,0.00639685078115389,2.375,1.2705,4.4398
40002#Block G70-G73#G70-G73 Diseases of myoneural junction and muscle,European,flexdmg,Chapter VI Diseases of the nervous system,0.0537,317272,58,2,0.0344827586206897,317214,2033,0.00640892268310983,5.5369,1.3503,22.7045
40002#G45#Transient cerebral ischaemic attacks and related syndromes,European,flexdmg,Chapter VI Diseases of the nervous system,0.0608,295644,64,2,0.03125,295580,1842,0.00623181541376277,5.1441,1.2573,21.0458
41202#Block G10-G14#G10-G14 Systemic atrophies primarily affecting the central nervous system,European,flexdmg,Chapter VI Diseases of the nervous system,0.0898,361637,539,7,0.012987012987013,361098,2269,0.00628361275886325,2.0808,0.9861,4.3911
41202#Block G35-G37#G35-G37 Demyelinating diseases of the central nervous system,European,flexdmg,Chapter VI Diseases of the nervous system,0.0454,330362,1222,14,0.0114566284779051,329140,2127,0.00646229567965,1.7818,1.0503,3.0229
41202#G12#Spinal muscular atrophy and related syndromes,European,flexdmg,Chapter VI Diseases of the nervous system,0.0579,358341,430,6,0.013953488372093,357911,2263,0.00632280091978173,2.2239,0.9924,4.9836
41202#G122#Motor neuron disease,European,flexdmg,Chapter VI Diseases of the nervous system,0.0569,358104,426,6,0.0140845070422535,357678,2273,0.00635487785102802,2.2337,0.9968,5.0057
41202#G37#Other demyelinating diseases of central nervous system,European,flexdmg,Chapter VI Diseases of the nervous system,0.0776,363628,346,5,0.0144508670520231,363282,2363,0.00650458872170931,2.2396,0.9253,5.4203
41202#G406#Grand mal seizures unspecified (with or without petit mal),European,flexdmg,Chapter VI Diseases of the nervous system,0.0945,338650,169,3,0.0177514792899408,338481,2157,0.00637258812163755,2.8179,0.8989,8.8335
41202#G419#Status epilepticus unspecified,European,flexdmg,Chapter VI Diseases of the nervous system,0.0551,305510,135,3,0.0222222222222222,305375,1932,0.00632664756446991,3.5696,1.1356,11.2202
41202#G82#Paraplegia and tetraplegia,European,flexdmg,Chapter VI Diseases of the nervous system,0.0294,317174,183,4,0.0218579234972678,316991,1997,0.00629986340306192,3.5248,1.3073,9.5037
41202#G822#Paraplegia unspecified,European,flexdmg,Chapter VI Diseases of the nervous system,0.01,315946,69,3,0.0434782608695652,315877,2019,0.00639172842593794,7.066,2.2198,22.4921
Union#Block G10-G14#G10-G14 Systemic atrophies primarily affecting the central nervous system,European,flexdmg,Chapter VI Diseases of the nervous system,0.0368,263605,1152,13,0.0112847222222222,262453,1625,0.006191584778989,1.832,1.0582,3.1717
Union#G04#Encephalitis myelitis and encephalomyelitis,European,flexdmg,Chapter VI Diseases of the nervous system,0.0232,299772,839,11,0.0131108462455304,298933,1859,0.00621878481131224,2.123,1.1691,3.8553
Union#G41#Status epilepticus,European,flexdmg,Chapter VI Diseases of the nervous system,0.027,254015,367,6,0.0163487738419619,253648,1554,0.00612660064341134,2.6962,1.2014,6.0507
Union#G419#Status epilepticus unspecified,European,flexdmg,Chapter VI Diseases of the nervous system,0.0156,243996,234,5,0.0213675213675214,243762,1499,0.0061494408480403,3.5287,1.4527,8.5716
Union#G44#Other headache syndromes,European,flexdmg,Chapter VI Diseases of the nervous system,0.0984,247866,5478,44,0.00803212851405622,242388,1504,0.00620492763668168,1.2969,0.9598,1.7523
Union#G451#Carotid artery syndrome (hemispheric),European,flexdmg,Chapter VI Diseases of the nervous system,0.0589,298996,63,2,0.0317460317460317,298933,1859,0.00621878481131224,5.2394,1.2802,21.4435
Union#G46#Vascular syndromes of brain in cerebrovascular diseases,European,flexdmg,Chapter VI Diseases of the nervous system,0.0986,239309,281,4,0.0142348754448399,239028,1478,0.00618337600615828,2.3209,0.8638,6.236
Union#G473#Sleep apnoea,European,flexdmg,Chapter VI Diseases of the nervous system,0.0852,215613,9726,47,0.00483240797861402,205887,1290,0.00626557286278395,0.7702,0.5753,1.0311
Union#G544#Lumbosacral root disorders not elsewhere classified,European,flexdmg,Chapter VI Diseases of the nervous system,0.0929,299015,82,2,0.024390243902439,298933,1859,0.00621878481131224,3.9951,0.9814,16.2639
Union#G553#Nerve root and plexus compressions in other dorsopathies,European,flexdmg,Chapter VI Diseases of the nervous system,0.0421,299757,824,10,0.0121359223300971,298933,1859,0.00621878481131224,1.9632,1.0505,3.6687
Union#G560#Carpal tunnel syndrome,European,flexdmg,Chapter VI Diseases of the nervous system,0.0924,254956,24949,178,0.00713455449116197,230007,1434,0.0062345928602173,1.1454,0.9796,1.3392
Union#G60#Hereditary and idiopathic neuropathy,European,flexdmg,Chapter VI Diseases of the nervous system,0.0425,242275,523,7,0.0133843212237094,241752,1464,0.00605579271319369,2.2266,1.0543,4.7023
Union#G608#Other hereditary and idiopathic neuropathies,European,flexdmg,Chapter VI Diseases of the nervous system,0.0059,244715,114,4,0.0350877192982456,244601,1525,0.00623464335795847,5.7961,2.1346,15.7387
Union#G62#Other polyneuropathies,European,flexdmg,Chapter VI Diseases of the nervous system,0.091,262657,5264,42,0.00797872340425532,257393,1578,0.006130702855167,1.3039,0.9586,1.7736
Union#G72#Other myopathies,European,flexdmg,Chapter VI Diseases of the nervous system,0.0621,259095,448,6,0.0133928571428571,258647,1598,0.00617830479379231,2.1836,0.9742,4.8942
Union#G724#Inflammatory myopathy not elsewhere classified,European,flexdmg,Chapter VI Diseases of the nervous system,0.0478,298989,56,2,0.0357142857142857,298933,1859,0.00621878481131224,5.9186,1.442,24.2934
Union#G80#Cerebral palsy,European,flexdmg,Chapter VI Diseases of the nervous system,0.0453,245254,305,5,0.0163934426229508,244949,1541,0.00629110549542966,2.6326,1.0863,6.3802
Union#G809#Cerebral palsy unspecified,European,flexdmg,Chapter VI Diseases of the nervous system,0.0337,250486,195,4,0.0205128205128205,250291,1544,0.00616881949410886,3.3739,1.2518,9.0934
Union#G900#Idiopathic peripheral autonomic neuropathy,European,flexdmg,Chapter VI Diseases of the nervous system,0.0153,224590,153,4,0.0261437908496732,224437,1381,0.00615317438746731,4.336,1.604,11.7217
Union#G961#Disorders of meninges not elsewhere classified,European,flexdmg,Chapter VI Diseases of the nervous system,0.0808,251547,162,3,0.0185185185185185,251385,1559,0.00620164289834318,3.0235,0.9638,9.4853
Union#G99#Other disorders of nervous system in diseases classified elsewhere,European,flexdmg,Chapter VI Diseases of the nervous system,0.099,263403,2571,23,0.00894593543368339,260832,1618,0.00620322659796344,1.4461,0.9564,2.1865
131131#Source of report of H01 (Other inflammation of eyelid),European,flexdmg,Chapter VII Diseases of the eye and adnexa,0.0388,404622,5795,25,0.00431406384814495,398827,2602,0.00652413201714026,0.6598,0.4446,0.9791
20002#1276#diabetic eye disease,European,flexdmg,Chapter VII Diseases of the eye and adnexa,0.0803,319122,860,10,0.0116279069767442,318262,2046,0.0064286656905317,1.8183,0.9733,3.3968
41202#H022#Lagophthalmos,European,flexdmg,Chapter VII Diseases of the eye and adnexa,0.0371,379595,47,2,0.0425531914893617,379548,2444,0.00643923825181532,6.8577,1.6627,28.2847
41202#H28#Cataract and other disorders of lens in diseases classified elsewhere,European,flexdmg,Chapter VII Diseases of the eye and adnexa,0.0679,379614,66,2,0.0303030303030303,379548,2444,0.00643923825181532,4.8218,1.1796,19.7101
41202#H280#Diabetic cataract,European,flexdmg,Chapter VII Diseases of the eye and adnexa,0.0626,379611,63,2,0.0317460317460317,379548,2444,0.00643923825181532,5.0589,1.2363,20.7011
41202#H438#Other disorders of vitreous body,European,flexdmg,Chapter VII Diseases of the eye and adnexa,0.0726,327471,240,4,0.0166666666666667,327231,2123,0.00648777163532795,2.5955,0.9652,6.9795
41202#H439#Disorder of vitreous body unspecified,European,flexdmg,Chapter VII Diseases of the eye and adnexa,0.0044,379599,51,3,0.0588235294117647,379548,2444,0.00643923825181532,9.6436,3.0017,30.982
