Phenotype,Ancestry,Collapsing model,Phenotypic category,P value,No. samples,No. cases,No. cases with QV,Proportion cases with QV,No. controls,No. controls with QV,Proportion controls with QV,Odds ratio,Odds ratio LCI,Odds ratio UCI
Union#F051#Delirium superimposed on dementia,European,flexdmg,Chapter V Mental and behavioural disorders,0.0789,230775,1564,4,0.00255754475703325,229211,233,0.00101653062025819,2.5198,0.9367,6.779
130995#Source of report of G01 (Meningitis in bacterial diseases classified elsewhere),European,flexdmg,Chapter VI Diseases of the nervous system,0.0517,459449,51,1,0.0196078431372549,459398,477,0.00103831536053705,19.242,2.6526,139.5792
130997#Source of report of G02 (Meningitis in other infectious and parasitic diseases classified elsewhere),European,flexdmg,Chapter VI Diseases of the nervous system,0.0904,459449,91,1,0.010989010989011,459358,477,0.00103840577501644,10.6891,1.4863,76.8706
131031#Source of report of G24 (Dystonia),European,flexdmg,Chapter VI Diseases of the nervous system,0.0091,403719,1194,5,0.00418760469011725,402525,419,0.00104092913483635,4.0357,1.6679,9.7646
131051#Source of report of G41 (Status epilepticus),European,flexdmg,Chapter VI Diseases of the nervous system,0.0571,370973,367,2,0.00544959128065395,370606,386,0.00104153737392271,5.2554,1.3047,21.1696
131097#Source of report of G72 (Other myopathies),European,flexdmg,Chapter VI Diseases of the nervous system,0.0808,378285,448,2,0.00446428571428571,377837,394,0.00104277770573025,4.2959,1.0673,17.2911
131101#Source of report of G80 (Cerebral palsy),European,flexdmg,Chapter VI Diseases of the nervous system,0.04,359082,304,2,0.00657894736842105,358778,369,0.00102849115609095,6.4324,1.5954,25.9353
131115#Source of report of G93 (Other disorders of brain),European,flexdmg,Chapter VI Diseases of the nervous system,0.0805,423798,6772,12,0.00177200236266982,417026,426,0.0010215190419782,1.736,0.9776,3.0827
20002#1433#cerebral palsy,European,flexdmg,Chapter VI Diseases of the nervous system,0.0103,421710,148,2,0.0135135135135135,421562,429,0.00101764390528558,13.4474,3.3207,54.4556
40001#Block G70-G73#G70-G73 Diseases of myoneural junction and muscle,European,flexdmg,Chapter VI Diseases of the nervous system,0.0379,329102,38,1,0.0263157894736842,329064,333,0.00101196119903727,26.6805,3.65,195.0292
41202#G253#Myoclonus,European,flexdmg,Chapter VI Diseases of the nervous system,0.0483,419109,47,1,0.0212765957446809,419062,440,0.00104996396714567,20.6829,2.846,150.3103
41202#G410#Grand mal status epilepticus,European,flexdmg,Chapter VI Diseases of the nervous system,0.0459,288454,45,1,0.0222222222222222,288409,300,0.0010401894531724,21.8264,2.9974,158.9358
41202#G570#Lesion of sciatic nerve,European,flexdmg,Chapter VI Diseases of the nervous system,0.0362,419097,35,1,0.0285714285714286,419062,440,0.00104996396714567,27.9828,3.822,204.8749
41202#G729#Myopathy unspecified,European,flexdmg,Chapter VI Diseases of the nervous system,0.0985,333141,97,1,0.0103092783505155,333044,355,0.00106592522309365,9.762,1.3574,70.2055
41202#G80#Cerebral palsy,European,flexdmg,Chapter VI Diseases of the nervous system,0.0321,419093,31,1,0.032258064516129,419062,440,0.00104996396714567,31.7138,4.3153,233.0709
41202#G900#Idiopathic peripheral autonomic neuropathy,European,flexdmg,Chapter VI Diseases of the nervous system,0.0762,269995,73,1,0.0136986301369863,269922,292,0.00108179399974808,12.8249,1.7762,92.5995
41202#G932#Benign intracranial hypertension,European,flexdmg,Chapter VI Diseases of the nervous system,0.0814,298685,79,1,0.0126582278481013,298606,320,0.00107164624957302,11.9506,1.6573,86.1721
41202#G952#Cord compression unspecified,European,flexdmg,Chapter VI Diseases of the nervous system,0.0172,304363,193,2,0.0103626943005181,304170,311,0.0010224545484433,10.2308,2.5289,41.3883
41202#G960#Cerebrospinal fluid leak,European,flexdmg,Chapter VI Diseases of the nervous system,0.0999,419162,100,1,0.01,419062,440,0.00104996396714567,9.6102,1.3374,69.0562
Union#Block G90-G99#G90-G99 Other disorders of the nervous system,European,flexdmg,Chapter VI Diseases of the nervous system,0.0126,296297,10138,20,0.00197277569540343,286159,302,0.00105535733630604,1.871,1.1895,2.9431
Union#G01#Meningitis in bacterial diseases classified elsewhere,European,flexdmg,Chapter VI Diseases of the nervous system,0.0519,298984,51,1,0.0196078431372549,298933,311,0.00104036690495864,19.204,2.6445,139.455
Union#G02#Meningitis in other infectious and parasitic diseases classified elsewhere,European,flexdmg,Chapter VI Diseases of the nervous system,0.0906,299024,91,1,0.010989010989011,298933,311,0.00104036690495864,10.6689,1.4819,76.8092
Union#G020#Meningitis in viral diseases classified elsewhere,European,flexdmg,Chapter VI Diseases of the nervous system,0.0469,298979,46,1,0.0217391304347826,298933,311,0.00104036690495864,21.3378,2.9321,155.2837
Union#G24#Dystonia,European,flexdmg,Chapter VI Diseases of the nervous system,0.0076,252592,1194,5,0.00418760469011725,251398,249,0.000990461340185682,4.2415,1.7468,10.299
Union#G249#Dystonia unspecified,European,flexdmg,Chapter VI Diseases of the nervous system,0.0008581,245232,385,4,0.0103896103896104,244847,260,0.00106188762778388,9.8763,3.6602,26.6489
Union#G253#Myoclonus,European,flexdmg,Chapter VI Diseases of the nervous system,0.0285,261070,254,2,0.0078740157480315,260816,266,0.00101987608122201,7.7739,1.9235,31.4178
Union#G41#Status epilepticus,European,flexdmg,Chapter VI Diseases of the nervous system,0.0595,254015,367,2,0.00544959128065395,253648,270,0.0010644672932568,5.1421,1.2746,20.7449
Union#G410#Grand mal status epilepticus,European,flexdmg,Chapter VI Diseases of the nervous system,0.063,220958,63,1,0.0158730158730159,220895,227,0.00102763756535911,15.6791,2.1647,113.5628
Union#G450#Vertebro-basilar artery syndrome,European,flexdmg,Chapter VI Diseases of the nervous system,0.0685,299001,68,1,0.0147058823529412,298933,311,0.00104036690495864,14.3313,1.9833,103.5598
Union#G530#Postzoster neuralgia,European,flexdmg,Chapter VI Diseases of the nervous system,0.0413,237301,6326,12,0.00189693329117926,230975,230,0.000995778763935491,1.9067,1.0666,3.4085
Union#G563#Lesion of radial nerve,European,flexdmg,Chapter VI Diseases of the nervous system,0.0963,299030,97,1,0.0103092783505155,298933,311,0.00104036690495864,10.0021,1.3902,71.96
Union#G570#Lesion of sciatic nerve,European,flexdmg,Chapter VI Diseases of the nervous system,0.0676,232833,69,1,0.0144927536231884,232764,235,0.00100960629650633,14.5513,2.0121,105.2329
Union#G72#Other myopathies,European,flexdmg,Chapter VI Diseases of the nervous system,0.0791,259095,448,2,0.00446428571428571,258647,266,0.00102842870785279,4.3559,1.0804,17.5622
Union#G728#Other specified myopathies,European,flexdmg,Chapter VI Diseases of the nervous system,0.0705,299003,70,1,0.0142857142857143,298933,311,0.00104036690495864,13.9159,1.9266,100.5159
Union#G80#Cerebral palsy,European,flexdmg,Chapter VI Diseases of the nervous system,0.0424,245254,305,2,0.00655737704918033,244949,259,0.00105736296126949,6.236,1.5442,25.1827
Union#G802#Spastic hemiplegic cerebral palsy,European,flexdmg,Chapter VI Diseases of the nervous system,0.0329,298965,32,1,0.03125,298933,311,0.00104036690495864,30.9742,4.2152,227.6064
Union#G808#Other cerebral palsy,European,flexdmg,Chapter VI Diseases of the nervous system,0.0389,298971,38,1,0.0263157894736842,298933,311,0.00104036690495864,25.9513,3.5495,189.7378
Union#G809#Cerebral palsy unspecified,European,flexdmg,Chapter VI Diseases of the nervous system,0.0183,250486,195,2,0.0102564102564103,250291,262,0.00104678154628013,9.8892,2.4427,40.0366
Union#G93#Other disorders of brain,European,flexdmg,Chapter VI Diseases of the nervous system,0.0863,270673,6772,12,0.00177200236266982,263901,278,0.00105342533753188,1.6833,0.944,3.0017
Union#G934#Encephalopathy unspecified,European,flexdmg,Chapter VI Diseases of the nervous system,0.0565,236240,379,2,0.00527704485488127,235861,236,0.00100058933015632,5.2966,1.3121,21.3813
Union#G938#Other specified disorders of brain,European,flexdmg,Chapter VI Diseases of the nervous system,0.0155,255251,890,4,0.00449438202247191,254361,267,0.00104968922122495,4.2964,1.5972,11.5571
131155#Source of report of H18 (Other disorders of cornea),European,flexdmg,Chapter VII Diseases of the eye and adnexa,0.0302,435587,5361,11,0.00205185599701548,430226,442,0.00102736701175661,1.9992,1.0984,3.6388
131185#Source of report of H36 (Retinal disorders in diseases classified elsewhere),European,flexdmg,Chapter VII Diseases of the eye and adnexa,0.0899,334215,4338,8,0.00184416781927155,329877,332,0.00100643573210621,1.8339,0.909,3.7001
131187#Source of report of H40 (Glaucoma),European,flexdmg,Chapter VII Diseases of the eye and adnexa,0.0816,429889,18780,27,0.00143769968051118,411109,418,0.00101676197796691,1.4146,0.9583,2.0882
41202#Block H53-H54#H53-H54 Visual disturbances and blindness,European,flexdmg,Chapter VII Diseases of the eye and adnexa,0.0693,351901,1482,4,0.00269905533063428,350419,360,0.00102734155396825,2.6316,0.981,7.0594
41202#H018#Other specified inflammation of eyelid,European,flexdmg,Chapter VII Diseases of the eye and adnexa,0.0851,379633,85,1,0.0117647058823529,379548,396,0.00104334629612065,11.3983,1.5831,82.0685
41202#H408#Other glaucoma,European,flexdmg,Chapter VII Diseases of the eye and adnexa,0.0967,317938,97,1,0.0103092783505155,317841,332,0.00104454743094818,9.962,1.3849,71.6575
41202#H470#Disorders of optic nerve not elsewhere classified,European,flexdmg,Chapter VII Diseases of the eye and adnexa,0.047,379594,46,1,0.0217391304347826,379548,396,0.00104334629612065,21.2768,2.9256,154.7363
41202#H491#Fourth [trochlear] nerve palsy,European,flexdmg,Chapter VII Diseases of the eye and adnexa,0.0609,379608,60,1,0.0166666666666667,379548,396,0.00104334629612065,16.228,2.2428,117.4175
41202#H53#Visual disturbances,European,flexdmg,Chapter VII Diseases of the eye and adnexa,0.0576,352111,1372,4,0.00291545189504373,350739,365,0.00104065986388739,2.8068,1.0463,7.5295
41202#H539#Visual disturbance unspecified,European,flexdmg,Chapter VII Diseases of the eye and adnexa,0.0324,379815,267,2,0.00749063670411985,379548,396,0.00104334629612065,7.2261,1.7915,29.1464
Union#Block H40-H42#H40-H42 Glaucoma,European,flexdmg,Chapter VII Diseases of the eye and adnexa,0.0311,290340,13641,23,0.0016860933949124,276699,288,0.0010408422148255,1.621,1.0597,2.4795
Union#H042#Epiphora,European,flexdmg,Chapter VII Diseases of the eye and adnexa,0.0895,235658,1610,4,0.00248447204968944,234048,242,0.00103397593656002,2.4063,0.8948,6.4714
Union#H150#Scleritis,European,flexdmg,Chapter VII Diseases of the eye and adnexa,0.042,282964,41,1,0.024390243902439,282923,295,0.00104268652601591,23.9515,3.2818,174.8035
Union#H169#Keratitis unspecified,European,flexdmg,Chapter VII Diseases of the eye and adnexa,0.0984,283022,99,1,0.0101010101010101,282923,295,0.00104268652601591,9.7761,1.3589,70.3318
Union#H18#Other disorders of cornea,European,flexdmg,Chapter VII Diseases of the eye and adnexa,0.0318,267342,5361,11,0.00205185599701548,261981,271,0.00103442616067577,1.9856,1.086,3.6305
Union#H354#Peripheral retinal degeneration,European,flexdmg,Chapter VII Diseases of the eye and adnexa,0.0772,283359,436,2,0.00458715596330275,282923,295,0.00104268652601591,4.415,1.0955,17.7932
Union#H360#Diabetic retinopathy,European,flexdmg,Chapter VII Diseases of the eye and adnexa,0.0647,215397,3737,8,0.00214075461600214,211660,219,0.00103467825758292,2.0713,1.0222,4.1972
Union#H400#Glaucoma suspect,European,flexdmg,Chapter VII Diseases of the eye and adnexa,0.0329,286393,3470,8,0.00230547550432277,282923,295,0.00104268652601591,2.2139,1.096,4.4721
Union#H409#Glaucoma unspecified,European,flexdmg,Chapter VII Diseases of the eye and adnexa,0.0284,276346,8646,16,0.00185056673606292,267700,277,0.00103474038102353,1.7899,1.0809,2.9641
Union#H538#Other visual disturbances,European,flexdmg,Chapter VII Diseases of the eye and adnexa,0.0465,272392,1852,5,0.00269978401727862,270540,280,0.00103496710283137,2.6129,1.0778,6.3343
131223#Source of report of H60 (Otitis externa),European,flexdmg,Chapter VIII Diseases of the ear and mastoid process,0.06,444582,20532,13,0.00063315799727255,424050,453,0.00106827025114963,0.5924,0.3413,1.0284
131257#Source of report of H83 (Other diseases of inner ear),European,flexdmg,Chapter VIII Diseases of the ear and mastoid process,0.0362,369352,11429,19,0.0016624376585878,357923,358,0.00100021513006988,1.6632,1.048,2.6394
2257#Hearing difficulty/problems with background noise,European,flexdmg,Chapter VIII Diseases of the ear and mastoid process,0.0065,387744,170386,149,0.000874484992898478,217358,252,0.00115937761665087,0.7541,0.6157,0.9235
41202#Block H80-H83#H80-H83 Diseases of inner ear,European,flexdmg,Chapter VIII Diseases of the ear and mastoid process,0.0076,420967,2699,8,0.00296406076324565,418268,426,0.00101848575554429,2.9159,1.4473,5.8747
41202#H652#Chronic serous otitis media,European,flexdmg,Chapter VIII Diseases of the ear and mastoid process,0.0805,449919,81,1,0.0123456790123457,449838,465,0.00103370546730156,12.0799,1.6774,86.9951
41202#H66#Suppurative and unspecified otitis media,European,flexdmg,Chapter VIII Diseases of the ear and mastoid process,0.054,418501,812,3,0.00369458128078818,417689,433,0.00103665645971045,3.5734,1.1456,11.1467
41202#H669#Otitis media unspecified,European,flexdmg,Chapter VIII Diseases of the ear and mastoid process,0.085,409434,479,2,0.00417536534446764,408955,411,0.00100500055018278,4.1678,1.0358,16.7699
41202#H81#Disorders of vestibular function,European,flexdmg,Chapter VIII Diseases of the ear and mastoid process,0.0021,412794,1241,6,0.0048348106365834,411553,425,0.00103267379900037,4.6997,2.0955,10.5406
41202#H811#Benign paroxysmal vertigo,European,flexdmg,Chapter VIII Diseases of the ear and mastoid process,0.00006169,393165,624,6,0.00961538461538462,392541,409,0.0010419293780777,9.3083,4.1414,20.9215
Union#Block H80-H83#H80-H83 Diseases of inner ear,European,flexdmg,Chapter VIII Diseases of the ear and mastoid process,0.0179,209113,5055,12,0.00237388724035608,204058,229,0.0011222299542287,2.118,1.1845,3.787
Union#Chapter VIII#Chapter VIII Diseases of the ear and mastoid process,European,flexdmg,Chapter VIII Diseases of the ear and mastoid process,0.0795,198035,25703,40,0.00155623857137299,172332,195,0.00113153680105842,1.3759,0.9789,1.934
Union#H60#Otitis externa,European,flexdmg,Chapter VIII Diseases of the ear and mastoid process,0.0532,202937,20532,13,0.00063315799727255,182405,202,0.00110742578328445,0.5715,0.3261,1.0015
Union#H699#Eustachian tube disorder unspecified,European,flexdmg,Chapter VIII Diseases of the ear and mastoid process,0.023,211248,209,2,0.00956937799043062,211039,233,0.00110406133463483,8.7415,2.1588,35.3962
Union#H811#Benign paroxysmal vertigo,European,flexdmg,Chapter VIII Diseases of the ear and mastoid process,0.0015,190813,1493,7,0.00468854655056932,189320,204,0.0010775406718783,4.3669,2.0522,9.2925
Union#H918#Other specified hearing loss,European,flexdmg,Chapter VIII Diseases of the ear and mastoid process,0.0837,332656,170434,149,0.000874238708238966,162222,173,0.00106643981704085,0.8196,0.6583,1.0205
131317#Source of report of I31 (Other diseases of pericardium),European,flexdmg,Chapter IX Diseases of the circulatory system,0.0575,355857,3600,0,0,352257,360,0.00102198111038248,0,,
131353#Source of report of I49 (Other cardiac arrhythmias),European,flexdmg,Chapter IX Diseases of the circulatory system,0.0729,385256,13706,7,0.000510725229826354,371550,383,0.00103081684833804,0.4952,0.2344,1.046
131361#Source of report of I60 (Subarachnoid haemorrhage),European,flexdmg,Chapter IX Diseases of the circulatory system,0.0155,406887,1912,6,0.00313807531380753,404975,415,0.00102475461448238,3.0688,1.369,6.8789
20002#1425#cerebral aneurysm,European,flexdmg,Chapter IX Diseases of the circulatory system,0.0429,307349,313,2,0.00638977635782748,307036,319,0.0010389661147227,6.1832,1.5329,24.9419
40001#Block I05-I09#I05-I09 Chronic rheumatic heart diseases,European,flexdmg,Chapter IX Diseases of the circulatory system,0.0756,444188,75,1,0.0133333333333333,444113,464,0.00104477914404667,12.9208,1.7924,93.1431
40001#I25#Chronic ischaemic heart disease,European,flexdmg,Chapter IX Diseases of the circulatory system,0.056,249084,2590,6,0.00231660231660232,246494,254,0.00103045104546155,2.251,1.0009,5.0626
40001#I251#Atherosclerotic heart disease,European,flexdmg,Chapter IX Diseases of the circulatory system,0.0342,253147,1187,4,0.0033698399326032,251960,254,0.00100809652325766,3.3507,1.2459,9.0115
40001#I38#Endocarditis valve unspecified,European,flexdmg,Chapter IX Diseases of the circulatory system,0.0676,304544,67,1,0.0149253731343284,304477,317,0.00104112954344663,14.5378,2.0115,105.0687
41202#I24#Other acute ischaemic heart diseases,European,flexdmg,Chapter IX Diseases of the circulatory system,0.0481,227836,1906,5,0.00262329485834208,225930,229,0.00101358827955561,2.5923,1.0675,6.295
